T(K),Al_Cp,Al_H,Al_S,Al_Hfus,Al_Sfus,Cu_Cp,Cu_H,Cu_S,Cu_Hfus,Cu_Sfus,Mg_Cp,Mg_H,Mg_S,Mg_Hfus,Mg_Sfus,Si_Cp,Si_H,Si_S,Si_Hfus,Si_Sfus,Zn_Cp,Zn_H,Zn_S,Zn_Hfus,Zn_Sfus
1976,31.748,61938,95.25,10711,11.474,31.38,61960,95.636,13263,9.768,34.309,62354,99.348,8477,9.184,27.196,94110,95.86,50208,29.762,31.38,58386,107.909,7322,10.571
1978,31.748,62002,95.282,10711,11.474,31.38,62023,95.668,13263,9.768,34.309,62423,99.383,8477,9.184,27.196,94164,95.887,50208,29.762,31.38,58449,107.941,7322,10.571
1980,31.748,62065,95.314,10711,11.474,31.38,62086,95.699,13263,9.768,34.309,62492,99.418,8477,9.184,27.196,94219,95.915,50208,29.762,31.38,58512,107.972,7322,10.571
1982,31.748,62129,95.346,10711,11.474,31.38,62149,95.731,13263,9.768,34.309,62560,99.452,8477,9.184,27.196,94273,95.942,50208,29.762,31.38,58575,108.004,7322,10.571
1984,31.748,62192,95.378,10711,11.474,31.38,62211,95.763,13263,9.768,34.309,62629,99.487,8477,9.184,27.196,94327,95.969,50208,29.762,31.38,58638,108.036,7322,10.571
1986,31.748,62256,95.41,10711,11.474,31.38,62274,95.794,13263,9.768,34.309,62697,99.522,8477,9.184,27.196,94382,95.997,50208,29.762,31.38,58700,108.067,7322,10.571
1988,31.748,62319,95.442,10711,11.474,31.38,62337,95.826,13263,9.768,34.309,62766,99.556,8477,9.184,27.196,94436,96.024,50208,29.762,31.38,58763,108.099,7322,10.571
1990,31.748,62383,95.474,10711,11.474,31.38,62400,95.858,13263,9.768,34.309,62835,99.591,8477,9.184,27.196,94491,96.052,50208,29.762,31.38,58826,108.13,7322,10.571
1992,31.748,62446,95.506,10711,11.474,31.38,62462,95.889,13263,9.768,34.309,62903,99.625,8477,9.184,27.196,94545,96.079,50208,29.762,31.38,58889,108.162,7322,10.571
1994,31.748,62510,95.538,10711,11.474,31.38,62525,95.921,13263,9.768,34.309,62972,99.66,8477,9.184,27.196,94599,96.106,50208,29.762,31.38,58951,108.193,7322,10.571
1996,31.748,62573,95.569,10711,11.474,31.38,62588,95.952,13263,9.768,34.309,63040,99.694,8477,9.184,27.196,94654,96.133,50208,29.762,31.38,59014,108.225,7322,10.571
1998,31.748,62637,95.601,10711,11.474,31.38,62651,95.983,13263,9.768,34.309,63109,99.728,8477,9.184,27.196,94708,96.161,50208,29.762,31.38,59077,108.256,7322,10.571
2000,31.748,62700,95.633,10711,11.474,31.38,62713,96.015,13263,9.768,34.309,63178,99.763,8477,9.184,27.196,94763,96.188,50208,29.762,31.38,59140,108.288,7322,10.571
2002,31.748,62764,95.665,10711,11.474,31.38,62776,96.046,13263,9.768,34.309,63246,99.797,8477,9.184,27.196,94817,96.215,50208,29.762,31.38,59202,108.319,7322,10.571
2004,31.748,62827,95.696,10711,11.474,31.38,62839,96.078,13263,9.768,34.309,63315,99.831,8477,9.184,27.196,94871,96.242,50208,29.762,31.38,59265,108.35,7322,10.571
2006,31.748,62891,95.728,10711,11.474,31.38,62902,96.109,13263,9.768,34.309,63384,99.865,8477,9.184,27.196,94926,96.269,50208,29.762,31.38,59328,108.382,7322,10.571
2008,31.748,62954,95.76,10711,11.474,31.38,62964,96.14,13263,9.768,34.309,63452,99.9,8477,9.184,27.196,94980,96.296,50208,29.762,31.38,59391,108.413,7322,10.571
2010,31.748,63018,95.791,10711,11.474,31.38,63027,96.171,13263,9.768,34.309,63521,99.934,8477,9.184,27.196,95034,96.323,50208,29.762,31.38,59453,108.444,7322,10.571
2012,31.748,63081,95.823,10711,11.474,31.38,63090,96.203,13263,9.768,34.309,63589,99.968,8477,9.184,27.196,95089,96.351,50208,29.762,31.38,59516,108.475,7322,10.571
2014,31.748,63145,95.854,10711,11.474,31.38,63153,96.234,13263,9.768,34.309,63658,100.002,8477,9.184,27.196,95143,96.378,50208,29.762,31.38,59579,108.507,7322,10.571
2016,31.748,63208,95.886,10711,11.474,31.38,63216,96.265,13263,9.768,34.309,63727,100.036,8477,9.184,27.196,95198,96.405,50208,29.762,31.38,59642,108.538,7322,10.571
2018,31.748,63272,95.917,10711,11.474,31.38,63278,96.296,13263,9.768,34.309,63795,100.07,8477,9.184,27.196,95252,96.432,50208,29.762,31.38,59704,108.569,7322,10.571
2020,31.748,63335,95.949,10711,11.474,31.38,63341,96.327,13263,9.768,34.309,63864,100.104,8477,9.184,27.196,95306,96.458,50208,29.762,31.38,59767,108.6,7322,10.571
2022,31.748,63399,95.98,10711,11.474,31.38,63404,96.358,13263,9.768,34.309,63933,100.138,8477,9.184,27.196,95361,96.485,50208,29.762,31.38,59830,108.631,7322,10.571
2024,31.748,63462,96.012,10711,11.474,31.38,63467,96.389,13263,9.768,34.309,64001,100.172,8477,9.184,27.196,95415,96.512,50208,29.762,31.38,59893,108.662,7322,10.571
2026,31.748,63526,96.043,10711,11.474,31.38,63529,96.42,13263,9.768,34.309,64070,100.206,8477,9.184,27.196,95470,96.539,50208,29.762,31.38,59955,108.693,7322,10.571
2028,31.748,63589,96.074,10711,11.474,31.38,63592,96.451,13263,9.768,34.309,64138,100.24,8477,9.184,27.196,95524,96.566,50208,29.762,31.38,60018,108.724,7322,10.571
2030,31.748,63653,96.106,10711,11.474,31.38,63655,96.482,13263,9.768,34.309,64207,100.273,8477,9.184,27.196,95578,96.593,50208,29.762,31.38,60081,108.755,7322,10.571
2032,31.748,63716,96.137,10711,11.474,31.38,63718,96.513,13263,9.768,34.309,64276,100.307,8477,9.184,27.196,95633,96.62,50208,29.762,31.38,60144,108.786,7322,10.571
2034,31.748,63780,96.168,10711,11.474,31.38,63780,96.544,13263,9.768,34.309,64344,100.341,8477,9.184,27.196,95687,96.646,50208,29.762,31.38,60207,108.817,7322,10.571
2036,31.748,63843,96.199,10711,11.474,31.38,63843,96.575,13263,9.768,34.309,64413,100.375,8477,9.184,27.196,95742,96.673,50208,29.762,31.38,60269,108.848,7322,10.571
2038,31.748,63907,96.23,10711,11.474,31.38,63906,96.605,13263,9.768,34.309,64481,100.408,8477,9.184,27.196,95796,96.7,50208,29.762,31.38,60332,108.878,7322,10.571
2040,31.748,63970,96.262,10711,11.474,31.38,63969,96.636,13263,9.768,34.309,64550,100.442,8477,9.184,27.196,95850,96.726,50208,29.762,31.38,60395,108.909,7322,10.571
2042,31.748,64034,96.293,10711,11.474,31.38,64031,96.667,13263,9.768,34.309,64619,100.476,8477,9.184,27.196,95905,96.753,50208,29.762,31.38,60458,108.94,7322,10.571
2044,31.748,64097,96.324,10711,11.474,31.38,64094,96.698,13263,9.768,34.309,64687,100.509,8477,9.184,27.196,95959,96.78,50208,29.762,31.38,60520,108.971,7322,10.571
2046,31.748,64161,96.355,10711,11.474,31.38,64157,96.728,13263,9.768,34.309,64756,100.543,8477,9.184,27.196,96014,96.806,50208,29.762,31.38,60583,109.001,7322,10.571
2048,31.748,64224,96.386,10711,11.474,31.38,64220,96.759,13263,9.768,34.309,64825,100.576,8477,9.184,27.196,96068,96.833,50208,29.762,31.38,60646,109.032,7322,10.571
2050,31.748,64288,96.417,10711,11.474,31.38,64282,96.79,13263,9.768,34.309,64893,100.61,8477,9.184,27.196,96122,96.859,50208,29.762,31.38,60709,109.063,7322,10.571
2052,31.748,64351,96.448,10711,11.474,31.38,64345,96.82,13263,9.768,34.309,64962,100.643,8477,9.184,27.196,96177,96.886,50208,29.762,31.38,60771,109.093,7322,10.571
2054,31.748,64415,96.479,10711,11.474,31.38,64408,96.851,13263,9.768,34.309,65030,100.677,8477,9.184,27.196,96231,96.912,50208,29.762,31.38,60834,109.124,7322,10.571
2056,31.748,64478,96.51,10711,11.474,31.38,64471,96.881,13263,9.768,34.309,65099,100.71,8477,9.184,27.196,96285,96.939,50208,29.762,31.38,60897,109.154,7322,10.571
2058,31.748,64542,96.54,10711,11.474,31.38,64533,96.912,13263,9.768,34.309,65168,100.743,8477,9.184,27.196,96340,96.965,50208,29.762,31.38,60960,109.185,7322,10.571
2060,31.748,64605,96.571,10711,11.474,31.38,64596,96.942,13263,9.768,34.309,65236,100.777,8477,9.184,27.196,96394,96.992,50208,29.762,31.38,61022,109.215,7322,10.571
2062,31.748,64669,96.602,10711,11.474,31.38,64659,96.973,13263,9.768,34.309,65305,100.81,8477,9.184,27.196,96449,97.018,50208,29.762,31.38,61085,109.246,7322,10.571
2064,31.748,64732,96.633,10711,11.474,31.38,64722,97.003,13263,9.768,34.309,65373,100.843,8477,9.184,27.196,96503,97.044,50208,29.762,31.38,61148,109.276,7322,10.571
2066,31.748,64796,96.664,10711,11.474,31.38,64785,97.034,13263,9.768,34.309,65442,100.876,8477,9.184,27.196,96557,97.071,50208,29.762,31.38,61211,109.307,7322,10.571
2068,31.748,64859,96.694,10711,11.474,31.38,64847,97.064,13263,9.768,34.309,65511,100.91,8477,9.184,27.196,96612,97.097,50208,29.762,31.38,61273,109.337,7322,10.571
2070,31.748,64923,96.725,10711,11.474,31.38,64910,97.094,13263,9.768,34.309,65579,100.943,8477,9.184,27.196,96666,97.123,50208,29.762,31.38,61336,109.367,7322,10.571
2072,31.748,64986,96.756,10711,11.474,31.38,64973,97.125,13263,9.768,34.309,65648,100.976,8477,9.184,27.196,96721,97.15,50208,29.762,31.38,61399,109.398,7322,10.571
2074,31.748,65050,96.786,10711,11.474,31.38,65036,97.155,13263,9.768,34.309,65717,101.009,8477,9.184,27.196,96775,97.176,50208,29.762,31.38,61462,109.428,7322,10.571
2076,31.748,65113,96.817,10711,11.474,31.38,65098,97.185,13263,9.768,34.309,65785,101.042,8477,9.184,27.196,96829,97.202,50208,29.762,31.38,61524,109.458,7322,10.571
2078,31.748,65177,96.848,10711,11.474,31.38,65161,97.215,13263,9.768,34.309,65854,101.075,8477,9.184,27.196,96884,97.228,50208,29.762,31.38,61587,109.488,7322,10.571
2080,31.748,65240,96.878,10711,11.474,31.38,65224,97.246,13263,9.768,34.309,65922,101.108,8477,9.184,27.196,96938,97.254,50208,29.762,31.38,61650,109.519,7322,10.571
2082,31.748,65304,96.909,10711,11.474,31.38,65287,97.276,13263,9.768,34.309,65991,101.141,8477,9.184,27.196,96993,97.281,50208,29.762,31.38,61713,109.549,7322,10.571
2084,31.748,65367,96.939,10711,11.474,31.38,65349,97.306,13263,9.768,34.309,66060,101.174,8477,9.184,27.196,97047,97.307,50208,29.762,31.38,61776,109.579,7322,10.571
2086,31.748,65431,96.97,10711,11.474,31.38,65412,97.336,13263,9.768,34.309,66128,101.207,8477,9.184,27.196,97101,97.333,50208,29.762,31.38,61838,109.609,7322,10.571
2088,31.748,65494,97,10711,11.474,31.38,65475,97.366,13263,9.768,34.309,66197,101.24,8477,9.184,27.196,97156,97.359,50208,29.762,31.38,61901,109.639,7322,10.571
2090,31.748,65558,97.03,10711,11.474,31.38,65538,97.396,13263,9.768,34.309,66266,101.273,8477,9.184,27.196,97210,97.385,50208,29.762,31.38,61964,109.669,7322,10.571
2092,31.748,65621,97.061,10711,11.474,31.38,65600,97.426,13263,9.768,34.309,66334,101.306,8477,9.184,27.196,97265,97.411,50208,29.762,31.38,62027,109.699,7322,10.571
2094,31.748,65685,97.091,10711,11.474,31.38,65663,97.456,13263,9.768,34.309,66403,101.338,8477,9.184,27.196,97319,97.437,50208,29.762,31.38,62089,109.729,7322,10.571
2096,31.748,65748,97.121,10711,11.474,31.38,65726,97.486,13263,9.768,34.309,66471,101.371,8477,9.184,27.196,97373,97.463,50208,29.762,31.38,62152,109.759,7322,10.571
2098,31.748,65812,97.152,10711,11.474,31.38,65789,97.516,13263,9.768,34.309,66540,101.404,8477,9.184,27.196,97428,97.489,50208,29.762,31.38,62215,109.789,7322,10.571
2100,31.748,65875,97.182,10711,11.474,31.38,65851,97.546,13263,9.768,34.309,66609,101.437,8477,9.184,27.196,97482,97.515,50208,29.762,31.38,62278,109.819,7322,10.571
2102,31.748,65939,97.212,10711,11.474,31.38,65914,97.576,13263,9.768,34.309,66677,101.469,8477,9.184,27.196,97537,97.541,50208,29.762,31.38,62340,109.849,7322,10.571
2104,31.748,66002,97.242,10711,11.474,31.38,65977,97.606,13263,9.768,34.309,66746,101.502,8477,9.184,27.196,97591,97.566,50208,29.762,31.38,62403,109.879,7322,10.571
2106,31.748,66066,97.272,10711,11.474,31.38,66040,97.635,13263,9.768,34.309,66814,101.534,8477,9.184,27.196,97645,97.592,50208,29.762,31.38,62466,109.908,7322,10.571
2108,31.748,66129,97.303,10711,11.474,31.38,66102,97.665,13263,9.768,34.309,66883,101.567,8477,9.184,27.196,97700,97.618,50208,29.762,31.38,62529,109.938,7322,10.571
2110,31.748,66193,97.333,10711,11.474,31.38,66165,97.695,13263,9.768,34.309,66952,101.6,8477,9.184,27.196,97754,97.644,50208,29.762,31.38,62591,109.968,7322,10.571
2112,31.748,66256,97.363,10711,11.474,31.38,66228,97.725,13263,9.768,34.309,67020,101.632,8477,9.184,27.196,97808,97.67,50208,29.762,31.38,62654,109.998,7322,10.571
2114,31.748,66320,97.393,10711,11.474,31.38,66291,97.754,13263,9.768,34.309,67089,101.664,8477,9.184,27.196,97863,97.695,50208,29.762,31.38,62717,110.027,7322,10.571
2116,31.748,66383,97.423,10711,11.474,31.38,66354,97.784,13263,9.768,34.309,67158,101.697,8477,9.184,27.196,97917,97.721,50208,29.762,31.38,62780,110.057,7322,10.571
2118,31.748,66447,97.453,10711,11.474,31.38,66416,97.814,13263,9.768,34.309,67226,101.729,8477,9.184,27.196,97972,97.747,50208,29.762,31.38,62842,110.087,7322,10.571
2120,31.748,66510,97.483,10711,11.474,31.38,66479,97.843,13263,9.768,34.309,67295,101.762,8477,9.184,27.196,98026,97.773,50208,29.762,31.38,62905,110.116,7322,10.571
2122,31.748,66574,97.513,10711,11.474,31.38,66542,97.873,13263,9.768,34.309,67363,101.794,8477,9.184,27.196,98080,97.798,50208,29.762,31.38,62968,110.146,7322,10.571
2124,31.748,66637,97.543,10711,11.474,31.38,66605,97.902,13263,9.768,34.309,67432,101.826,8477,9.184,27.196,98135,97.824,50208,29.762,31.38,63031,110.175,7322,10.571
2126,31.748,66701,97.573,10711,11.474,31.38,66667,97.932,13263,9.768,34.309,67501,101.859,8477,9.184,27.196,98189,97.849,50208,29.762,31.38,63093,110.205,7322,10.571
2128,31.748,66764,97.602,10711,11.474,31.38,66730,97.962,13263,9.768,34.309,67569,101.891,8477,9.184,27.196,98244,97.875,50208,29.762,31.38,63156,110.234,7322,10.571
2130,31.748,66828,97.632,10711,11.474,31.38,66793,97.991,13263,9.768,34.309,67638,101.923,8477,9.184,27.196,98298,97.901,50208,29.762,31.38,63219,110.264,7322,10.571
2132,31.748,66891,97.662,10711,11.474,31.38,66856,98.02,13263,9.768,34.309,67706,101.955,8477,9.184,27.196,98352,97.926,50208,29.762,31.38,63282,110.293,7322,10.571
2134,31.748,66955,97.692,10711,11.474,31.38,66918,98.05,13263,9.768,34.309,67775,101.988,8477,9.184,27.196,98407,97.952,50208,29.762,31.38,63345,110.323,7322,10.571
2136,31.748,67018,97.722,10711,11.474,31.38,66981,98.079,13263,9.768,34.309,67844,102.02,8477,9.184,27.196,98461,97.977,50208,29.762,31.38,63407,110.352,7322,10.571
2138,31.748,67082,97.751,10711,11.474,31.38,67044,98.109,13263,9.768,34.309,67912,102.052,8477,9.184,27.196,98516,98.002,50208,29.762,31.38,63470,110.382,7322,10.571
2140,31.748,67145,97.781,10711,11.474,31.38,67107,98.138,13263,9.768,34.309,67981,102.084,8477,9.184,27.196,98570,98.028,50208,29.762,31.38,63533,110.411,7322,10.571
2142,31.748,67209,97.811,10711,11.474,31.38,67169,98.167,13263,9.768,34.309,68050,102.116,8477,9.184,27.196,98624,98.053,50208,29.762,31.38,63596,110.44,7322,10.571
2144,31.748,67272,97.84,10711,11.474,31.38,67232,98.197,13263,9.768,34.309,68118,102.148,8477,9.184,27.196,98679,98.079,50208,29.762,31.38,63658,110.47,7322,10.571
2146,31.748,67336,97.87,10711,11.474,31.38,67295,98.226,13263,9.768,34.309,68187,102.18,8477,9.184,27.196,98733,98.104,50208,29.762,31.38,63721,110.499,7322,10.571
2148,31.748,67399,97.899,10711,11.474,31.38,67358,98.255,13263,9.768,34.309,68255,102.212,8477,9.184,27.196,98788,98.129,50208,29.762,31.38,63784,110.528,7322,10.571
2150,31.748,67463,97.929,10711,11.474,31.38,67420,98.284,13263,9.768,34.309,68324,102.244,8477,9.184,27.196,98842,98.155,50208,29.762,31.38,63847,110.557,7322,10.571
2152,31.748,67526,97.958,10711,11.474,31.38,67483,98.313,13263,9.768,34.309,68393,102.276,8477,9.184,27.196,98896,98.18,50208,29.762,31.38,63909,110.586,7322,10.571
2154,31.748,67590,97.988,10711,11.474,31.38,67546,98.343,13263,9.768,34.309,68461,102.308,8477,9.184,27.196,98951,98.205,50208,29.762,31.38,63972,110.616,7322,10.571
2156,31.748,67653,98.017,10711,11.474,31.38,67609,98.372,13263,9.768,34.309,68530,102.339,8477,9.184,27.196,99005,98.23,50208,29.762,31.38,64035,110.645,7322,10.571
2158,31.748,67717,98.047,10711,11.474,31.38,67671,98.401,13263,9.768,34.309,68599,102.371,8477,9.184,27.196,99059,98.256,50208,29.762,31.38,64098,110.674,7322,10.571
2160,31.748,67780,98.076,10711,11.474,31.38,67734,98.43,13263,9.768,34.309,68667,102.403,8477,9.184,27.196,99114,98.281,50208,29.762,31.38,64160,110.703,7322,10.571
2162,31.748,67844,98.106,10711,11.474,31.38,67797,98.459,13263,9.768,34.309,68736,102.435,8477,9.184,27.196,99168,98.306,50208,29.762,31.38,64223,110.732,7322,10.571
2164,31.748,67907,98.135,10711,11.474,31.38,67860,98.488,13263,9.768,34.309,68804,102.467,8477,9.184,27.196,99223,98.331,50208,29.762,31.38,64286,110.761,7322,10.571
2166,31.748,67971,98.164,10711,11.474,31.38,67923,98.517,13263,9.768,34.309,68873,102.498,8477,9.184,27.196,99277,98.356,50208,29.762,31.38,64349,110.79,7322,10.571
2168,31.748,68034,98.194,10711,11.474,31.38,67985,98.546,13263,9.768,34.309,68942,102.53,8477,9.184,27.196,99331,98.381,50208,29.762,31.38,64411,110.819,7322,10.571
2170,31.748,68098,98.223,10711,11.474,31.38,68048,98.575,13263,9.768,34.309,69010,102.561,8477,9.184,27.196,99386,98.406,50208,29.762,31.38,64474,110.848,7322,10.571
2172,31.748,68161,98.252,10711,11.474,31.38,68111,98.604,13263,9.768,34.309,69079,102.593,8477,9.184,27.196,99440,98.432,50208,29.762,31.38,64537,110.877,7322,10.571
2174,31.748,68225,98.281,10711,11.474,31.38,68174,98.633,13263,9.768,34.309,69147,102.625,8477,9.184,27.196,99495,98.457,50208,29.762,31.38,64600,110.906,7322,10.571
2176,31.748,68288,98.311,10711,11.474,31.38,68236,98.661,13263,9.768,34.309,69216,102.656,8477,9.184,27.196,99549,98.482,50208,29.762,31.38,64662,110.934,7322,10.571
2178,31.748,68352,98.34,10711,11.474,31.38,68299,98.69,13263,9.768,34.309,69285,102.688,8477,9.184,27.196,99603,98.507,50208,29.762,31.38,64725,110.963,7322,10.571
2180,31.748,68415,98.369,10711,11.474,31.38,68362,98.719,13263,9.768,34.309,69353,102.719,8477,9.184,27.196,99658,98.532,50208,29.762,31.38,64788,110.992,7322,10.571
2182,31.748,68479,98.398,10711,11.474,31.38,68425,98.748,13263,9.768,34.309,69422,102.751,8477,9.184,27.196,99712,98.556,50208,29.762,31.38,64851,111.021,7322,10.571
2184,31.748,68542,98.427,10711,11.474,31.38,68487,98.777,13263,9.768,34.309,69491,102.782,8477,9.184,27.196,99767,98.581,50208,29.762,31.38,64914,111.05,7322,10.571
2186,31.748,68606,98.456,10711,11.474,31.38,68550,98.805,13263,9.768,34.309,69559,102.814,8477,9.184,27.196,99821,98.606,50208,29.762,31.38,64976,111.078,7322,10.571
2188,31.748,68669,98.485,10711,11.474,31.38,68613,98.834,13263,9.768,34.309,69628,102.845,8477,9.184,27.196,99875,98.631,50208,29.762,31.38,65039,111.107,7322,10.571
2190,31.748,68733,98.514,10711,11.474,31.38,68676,98.863,13263,9.768,34.309,69696,102.876,8477,9.184,27.196,99930,98.656,50208,29.762,31.38,65102,111.136,7322,10.571
2192,31.748,68796,98.543,10711,11.474,31.38,68738,98.891,13263,9.768,34.309,69765,102.908,8477,9.184,27.196,99984,98.681,50208,29.762,31.38,65165,111.164,7322,10.571
2194,31.748,68860,98.572,10711,11.474,31.38,68801,98.92,13263,9.768,34.309,69834,102.939,8477,9.184,27.196,100039,98.706,50208,29.762,31.38,65227,111.193,7322,10.571
2196,31.748,68923,98.601,10711,11.474,31.38,68864,98.949,13263,9.768,34.309,69902,102.97,8477,9.184,27.196,100093,98.73,50208,29.762,31.38,65290,111.222,7322,10.571
2198,31.748,68987,98.63,10711,11.474,31.38,68927,98.977,13263,9.768,34.309,69971,103.001,8477,9.184,27.196,100147,98.755,50208,29.762,31.38,65353,111.25,7322,10.571
2200,31.748,69050,98.659,10711,11.474,31.38,68989,99.006,13263,9.768,34.309,70039,103.033,8477,9.184,27.196,100202,98.78,50208,29.762,31.38,65416,111.279,7322,10.571
2202,31.748,69114,98.688,10711,11.474,31.38,69052,99.034,13263,9.768,34.309,70108,103.064,8477,9.184,27.196,100256,98.805,50208,29.762,31.38,65478,111.307,7322,10.571
2204,31.748,69177,98.716,10711,11.474,31.38,69115,99.063,13263,9.768,34.309,70177,103.095,8477,9.184,27.196,100311,98.829,50208,29.762,31.38,65541,111.336,7322,10.571
2206,31.748,69241,98.745,10711,11.474,31.38,69178,99.091,13263,9.768,34.309,70245,103.126,8477,9.184,27.196,100365,98.854,50208,29.762,31.38,65604,111.364,7322,10.571
2208,31.748,69304,98.774,10711,11.474,31.38,69240,99.12,13263,9.768,34.309,70314,103.157,8477,9.184,27.196,100419,98.879,50208,29.762,31.38,65667,111.393,7322,10.571
2210,31.748,69368,98.803,10711,11.474,31.38,69303,99.148,13263,9.768,34.309,70383,103.188,8477,9.184,27.196,100474,98.903,50208,29.762,31.38,65729,111.421,7322,10.571
2212,31.748,69431,98.832,10711,11.474,31.38,69366,99.176,13263,9.768,34.309,70451,103.219,8477,9.184,27.196,100528,98.928,50208,29.762,31.38,65792,111.449,7322,10.571
2214,31.748,69495,98.86,10711,11.474,31.38,69429,99.205,13263,9.768,34.309,70520,103.25,8477,9.184,27.196,100582,98.952,50208,29.762,31.38,65855,111.478,7322,10.571
2216,31.748,69558,98.889,10711,11.474,31.38,69492,99.233,13263,9.768,34.309,70588,103.281,8477,9.184,27.196,100637,98.977,50208,29.762,31.38,65918,111.506,7322,10.571
2218,31.748,69621,98.918,10711,11.474,31.38,69554,99.261,13263,9.768,34.309,70657,103.312,8477,9.184,27.196,100691,99.002,50208,29.762,31.38,65980,111.534,7322,10.571
2220,31.748,69685,98.946,10711,11.474,31.38,69617,99.29,13263,9.768,34.309,70726,103.343,8477,9.184,27.196,100746,99.026,50208,29.762,31.38,66043,111.563,7322,10.571
2222,31.748,69748,98.975,10711,11.474,31.38,69680,99.318,13263,9.768,34.309,70794,103.374,8477,9.184,27.196,100800,99.051,50208,29.762,31.38,66106,111.591,7322,10.571
